fiyat;marka;seri;model;yil;km;vites;yakit;kasa;renk;motorHacmi;motorGucu;cekis;yakitTuketimi;yakitDeposu;boyaDegisen;takas;kimden
1.375.000 TL;Audi;A3;A3 Cabrio 1.4 TFSI Attraction;2014;145.000 km;Yarı Otomatik;Benzin;Cabrio;Kırmızı;1395 cc;140 hp;Önden Çekiş;5 lt;50 lt;-;Takasa Uygun;Galeriden
620.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2010;210.000 km;Otomatik;Benzin;Hatchback/3;Beyaz;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun;Galeriden
1.055.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2016;144.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.275.000 TL;Audi;A3;A3 Sedan 1.6 TDI Sport Line;2016;111.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;-;Sahibinden
830.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2013;74.500 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
458.000 TL;Audi;A3;A3 Sportback 1.6 Standart;2006;235.000 km;Otomatik;Benzin;Hatchback/3;Füme;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun;Sahibinden
740.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2009;110.000 km;Düz;Benzin;Hatchback/5;Siyah;1390 cc;125 hp;Önden Çekiş;6 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
985.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2016;180.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.100.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2014;145.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
527.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;2005;240.000 km;Otomatik;LPG & Benzin;Hatchback/3;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun Değil;Galeriden
1.275.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2016;60.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun Değil;Galeriden
550.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2008;185.500 km;Otomatik;LPG & Benzin;Hatchback/5;Gri (Gümüş);1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun Değil;Galeriden
1.359.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2019;69.500 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun;Galeriden
1.270.000 TL;Audi;A3;A3 Sedan 1.6 TDI;2016;192.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun;Galeriden
1.065.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015;138.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
730.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;200.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;-;Sahibinden
690.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2009;178.000 km;Otomatik;LPG & Benzin;Hatchback/3;Beyaz;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun;Sahibinden
460.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;2000;267.700 km;Otomatik;LPG & Benzin;Hatchback/5;Gri (Gümüş);1595 cc;101 hp;Önden Çekiş;8,6 lt;55 lt;-;-;Sahibinden
460.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2006;340.000 km;Düz;LPG & Benzin;Hatchback/5;Gri;1601 - 1800 cm3;-;-;-;-;3 değişen, 6 boyalı;Takasa Uygun Değil;Sahibinden
1.200.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2016;88.000 km;Yarı Otomatik;Dizel;Hatchback/5;Lacivert;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
960.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2014;211.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
880.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2015;220.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.450.000 TL;Audi;A3;A3 Sedan 35 TFSI S-Line;2021;28.000 km;Yarı Otomatik;Hibrit;Sedan;Lacivert;1498 cc;150 hp;Önden Çekiş;4,9 lt;50 lt;-;-;Sahibinden
1.250.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015;149.000 km;Yarı Otomatik;Dizel;Sedan;Gri;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
800.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;160.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;Takasa Uygun Değil;Galeriden
1.030.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2016;138.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
775.000 TL;Audi;A3;A3 Sportback 1.6 Sportback Attraction;2011;140.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1595 cc;102 hp;Önden Çekiş;6,9 lt;55 lt;-;Takasa Uygun;Sahibinden
420.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;2000;428.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1595 cc;101 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun;Sahibinden
1.105.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2014;175.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
545.000 TL;Audi;A3;A3 Sportback 1.6 FSI;2006;268.000 km;Düz;Benzin;Hatchback/3;Siyah;1595 cc;115 hp;Önden Çekiş;6,5 lt;55 lt;-;Takasa Uygun;Sahibinden
650.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2010;237.200 km;Düz;LPG & Benzin;Hatchback/3;Siyah;1595 cc;102 hp;Önden Çekiş;6,8 lt;55 lt;-;-;Sahibinden
1.910.000 TL;Audi;A3;A3 Sportback 35 TFSI S-Line;2023;11.000 km;Yarı Otomatik;Hibrit;Hatchback/5;Gri;1498 cc;150 hp;Önden Çekiş;5 lt;50 lt;-;Takasa Uygun;Sahibinden
1.030.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;87.800 km;Otomatik;Dizel;Sedan;Beyaz;-;-;-;-;-;Belirtilmemiş;-;Sahibinden
1.250.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2016;170.000 km;Yarı Otomatik;Dizel;Sedan;Füme;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun;Galeriden
910.000 TL;Audi;A3;A3 Sportback 1.2 TFSI Attraction;2012;142.500 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1197 cc;105 hp;Önden Çekiş;5,3 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.550.000 TL;Audi;A3;A3 Sportback 35 TFSI Advanced;2022;22.600 km;Yarı Otomatik;Hibrit;Hatchback/5;Beyaz;1498 cc;150 hp;Önden Çekiş;5 lt;50 lt;-;-;Sahibinden
1.010.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2015;122.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.315.000 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;31.000 km;Yarı Otomatik;Benzin;Sedan;Mavi;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;-;Sahibinden
430.000 TL;Audi;A3;A3 Sportback 1.8 T Attraction;2001;231.000 km;Düz;LPG & Benzin;Hatchback/5;Mavi (metalik);1781 cc;180 hp;Önden Çekiş;7,8 lt;55 lt;-;Takasa Uygun;Sahibinden
1.130.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;132.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun;Sahibinden
495.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2008;284.000 km;Düz;LPG & Benzin;Hatchback/3;Beyaz;1595 cc;102 hp;Önden Çekiş;6,8 lt;55 lt;-;Takasa Uygun;Sahibinden
540.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2007;282.000 km;Otomatik;Benzin;Hatchback/3;Siyah;1401 - 1600 cm3;101 - 125 HP;Önden Çekiş;-;-;5 boyalı;Takasa Uygun Değil;Sahibinden
610.000 TL;Audi;A3;A3 Sportback 1.6 FSI;2007;142.000 km;Düz;Benzin;-;Hatchback/3;1595 cc;115 hp;Önden Çekiş;6,5 lt;55 lt;-;-;Sahibinden
790.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;220.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;-;Sahibinden
880.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2013;265.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
735.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2009;150.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;Takasa Uygun;Sahibinden
455.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2006;317.000 km;Otomatik;LPG & Benzin;Hatchback/3;Siyah;1401 - 1600 cm3;101 - 125 HP;-;-;-;3 değişen, 8 boyalı;Takasa Uygun;Galeriden
1.355.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;68.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun;Galeriden
1.245.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2016;155.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.130.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2015;146.684 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
799.900 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2013;168.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
660.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2011;169.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;-;-;Sahibinden
600.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2002;64.000 km;Otomatik;Benzin;Hatchback/5;Gri (Gümüş);1595 cc;102 hp;Önden Çekiş;8 lt;55 lt;-;Takasa Uygun;Sahibinden
1.220.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2014;240.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.485.000 TL;Audi;A3;A3 Sedan 35 TFSI Sport;2020;21.150 km;Yarı Otomatik;Benzin;Sedan;Gri (metalik);1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
865.000 TL;Audi;A3;A3 Sportback 1.4 TFSI;2011;190.000 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1390 cc;125 hp;Önden Çekiş;6,5 lt;55 lt;-;-;Sahibinden
680.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2010;200.000 km;Yarı Otomatik;Benzin;Hatchback/3;Siyah;1390 cc;125 hp;Önden Çekiş;5,6 lt;55 lt;-;Takasa Uygun;Sahibinden
975.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2014;147.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.550.000 TL;Audi;A3;A3 Sportback 35 TFSI Dynamic;2020;19.900 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1498 cc;150 hp;Önden Çekiş;4,9 lt;50 lt;-;Takasa Uygun;Galeriden
950.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2016;115.000 km;Yarı Otomatik;Dizel;Sedan;Kırmızı;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
1.175.000 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;49.000 km;Yarı Otomatik;Benzin;Sedan;Siyah;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;Takasa Uygun;Galeriden
1.830.000 TL;Audi;A3;A3 Sedan 35 TFSI Sport;2021;53.000 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;-;Sahibinden
1.195.000 TL;Audi;A3;A3 Sportback 1.6 TDI Sport Line;2016;174.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun;Galeriden
1.160.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017;150.000 km;Yarı Otomatik;Dizel;Sedan;Füme;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
1.177.750 TL;Audi;A3;A3 Sedan 30 TDI Design;2019;95.346 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
1.575.000 TL;Audi;A3;A3 Sportback 30 TFSI Dynamic;2021;22.900 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;-;Takasa Uygun Değil;Galeriden
695.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012;250.000 km;Yarı Otomatik;Dizel;Hatchback/5;-;1598 cc;105 hp;Önden Çekiş;4,3 lt;55 lt;3 boyalı;-;Sahibinden
775.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2009;236.000 km;Yarı Otomatik;Benzin;Hatchback/5;Füme;1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;Takasa Uygun;Sahibinden
1.085.000 TL;Audi;A3;A3 Sportback 1.0 TFSI Dynamic;2017;97.000 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
470.000 TL;Audi;A3;A3 Sportback 1.6 Attraction;2007;385.000 km;Otomatik;LPG & Benzin;Hatchback/3;Beyaz;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;-;Sahibinden
670.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2008;160.000 km;Yarı Otomatik;Benzin;Hatchback/3;Gri;1595 cc;102 hp;Önden Çekiş;6,7 lt;55 lt;-;-;Sahibinden
650.000 TL;Audi;A3;A3 Sportback 1.6 Sportback Ambition;2006;229.000 km;Otomatik;LPG & Benzin;Hatchback/5;Siyah;1595 cc;102 hp;Önden Çekiş;7,6 lt;55 lt;-;-;Sahibinden
900.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2016;115.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
950.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2014;162.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
629.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambition;2008;191.000 km;Düz;Benzin;Hatchback/3;Beyaz;1390 cc;125 hp;Önden Çekiş;5,9 lt;55 lt;-;-;Sahibinden
935.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2014;190.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
420.000 TL;Audi;A3;A3 Sportback 1.6 Ambiente;2000;273.000 km;Düz;LPG & Benzin;Hatchback/3;Gri (metalik);1595 cc;101 hp;Önden Çekiş;7,6 lt;55 lt;-;Takasa Uygun;Sahibinden
1.150.000 TL;Audi;A3;A3 Sportback 1.6 TDI Sport Line;2016;88.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.370.000 TL;Audi;A3;A3 Sedan 35 TFSI Dynamic;2020;59.957 km;Yarı Otomatik;Benzin;Sedan;Füme;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;Takasa Uygun Değil;Yetkili Bayiden
1.089.900 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2015;143.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
1.075.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017;124.000 km;Yarı Otomatik;Dizel;Sedan;Gri;1598 cc;116 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
899.900 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2014;129.053 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
1.415.900 TL;Audi;A3;A3 Sportback 30 TDI Design;2019;46.000 km;Yarı Otomatik;Dizel;Hatchback/5;Lacivert;1598 cc;116 hp;Önden Çekiş;4 lt;50 lt;-;Takasa Uygun;Galeriden
807.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2013;208.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
950.000 TL;Audi;A3;A3 Sportback 1.6 TDI Sport Line;2013;235.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1598 cc;110 hp;Önden Çekiş;3,8 lt;50 lt;-;Takasa Uygun;Sahibinden
970.000 TL;Audi;A3;A3 Sedan 1.4 TFSI Ambiante;2013;110.000 km;Yarı Otomatik;Benzin;Sedan;Füme;1395 cc;140 hp;Önden Çekiş;4,7 lt;50 lt;-;-;Sahibinden
1.330.000 TL;Audi;A3;A3 Sportback 1.6 TDI Design Line;2018;138.000 km;Yarı Otomatik;Dizel;Hatchback/5;Yeşil (metalik);1598 cc;116 hp;Önden Çekiş;4 lt;50 lt;-;-;Sahibinden
400.000 TL;Audi;A3;A3 Sportback 1.9 TDI Attraction;2001;231.000 km;Düz;Dizel;Hatchback/3;Gri;1896 cc;110 hp;Önden Çekiş;5 lt;55 lt;-;Takasa Uygun;Sahibinden
1.064.750 TL;Audi;A3;A3 Sportback 1.0 TFSI Dynamic;2017;105.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;116 hp;Önden Çekiş;4,5 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.355.000 TL;Audi;A3;A3 Sedan 35 TFSI Sport;2020;67.000 km;Yarı Otomatik;Benzin;Sedan;Siyah;1498 cc;150 hp;Önden Çekiş;5,1 lt;50 lt;-;Takasa Uygun Değil;Galeriden
985.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017;131.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.015.000 TL;Audi;A3;A3 Sedan 1.6 TDI S Line;2014;171.000 km;Otomatik;Dizel;Sedan;-;-;-;-;-;-;Belirtilmemiş;Takasa Uygun;Sahibinden
1.380.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;135.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
925.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2016;165.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
610.000 TL;Audi;A3;A3 Sportback 1.6 Ambition;2005;330.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/3;Siyah;1401 - 1600 cm3;101 - 125 HP;Önden Çekiş;-;-;1 değişen, 9 boyalı;Takasa Uygun;Sahibinden
900.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Ambiente;2013;85.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1395 cc;122 hp;Önden Çekiş;5 lt;50 lt;-;-;Sahibinden
415.000 TL;Audi;A3;A3 Sportback 1.8 Ambiente;2000;238.000 km;Otomatik;LPG & Benzin;Hatchback/5;Gri;1781 cc;125 hp;Önden Çekiş;8,5 lt;55 lt;-;Takasa Uygun Değil;Sahibinden
1.670.000 TL;Audi;A3;A3 Sedan 1.5 TFSI Sport Line;2021;34.700 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1401 - 1600 cm3;126 - 150 HP;Önden Çekiş;-;-;Belirtilmemiş;Takasa Uygun;Sahibinden
795.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambition;2013;305.000 km;Otomatik;Dizel;Sedan;Beyaz;-;-;Önden Çekiş;-;-;1 değişen, 2 boyalı;-;Sahibinden
719.900 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2012;200.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;Takasa Uygun;Galeriden
945.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2016;235.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.075.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2015;188.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Galeriden
1.125.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2015;217.000 km;Yarı Otomatik;Dizel;Hatchback/5;Lacivert;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
1.550.000 TL;Audi;A3;A3 Sedan 35 TFSI Advanced;2021;40.766 km;Yarı Otomatik;Benzin;Sedan;Siyah;1498 cc;150 hp;-;-;-;Belirtilmemiş;Takasa Uygun;Galeriden
999.000 TL;Audi;A3;A3 Sportback 1.6 TDI Attraction;2016;94.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
685.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2009;158.084 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1390 cc;125 hp;Önden Çekiş;5,8 lt;55 lt;-;Takasa Uygun;Galeriden
522.000 TL;Audi;A3;A3 Sportback 1.6 FSI;2007;225.000 km;Düz;Benzin;Hatchback/5;Siyah;1595 cc;115 hp;Önden Çekiş;6,5 lt;55 lt;-;Takasa Uygun;Galeriden
775.000 TL;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2009;221.000 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1390 cc;125 hp;Önden Çekiş;5,7 lt;55 lt;-;Takasa Uygun;Galeriden
959.000 TL;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017;112.000 km;Yarı Otomatik;Dizel;Sedan;Mavi;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun;Galeriden
995.000 TL;Audi;A3;A3 Sedan 1.6 TDI Attraction;2015;179.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Sahibinden
810.000 TL;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2014;226.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;-;Sahibinden
1.555.000 TL;Audi;A3;A3 Sedan 1.6 TDI Sport Line;2018;55.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;110 hp;Önden Çekiş;3,7 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
789.000 TL;Audi;A3;A3 Sportback 1.2 TFSI Ambiente;2015;187.000 km;Düz;Benzin;Hatchback/5;Beyaz;1197 cc;110 hp;Önden Çekiş;5 lt;50 lt;-;-;Sahibinden
1.120.000 TL;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018;155.000 km;Otomatik;Dizel;Sedan;Lacivert;-;-;-;-;-;Belirtilmemiş;-;Sahibinden
960.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2015;180.000 km;Yarı Otomatik;Dizel;Hatchback/5;Mavi (metalik);1598 cc;110 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun Değil;Sahibinden
1.120.000 TL;Audi;A3;A3 Sedan 1.4 TFSI Ambition;2013;190.000 km;Yarı Otomatik;Benzin;Sedan;Kırmızı;1395 cc;140 hp;Önden Çekiş;4,7 lt;50 lt;-;Takasa Uygun;Sahibinden
885.000 TL;Audi;A3;A3 Sportback 1.6 TDI Ambition;2013;178.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;-;Takasa Uygun;Galeriden
